l1_timestamp,l1_time_utc,posting_delay_newest_s,selector
1789079435,2026-09-10T22:30:35Z,29,0x3e5aa082
1789080635,2026-09-10T22:50:35Z,20,0x3e5aa082
1789081835,2026-09-10T23:10:35Z,28,0x3e5aa082
1789083047,2026-09-10T23:30:47Z,18,0x3e5aa082
1789084247,2026-09-10T23:50:47Z,17,0x3e5aa082
1789085447,2026-09-11T00:10:47Z,26,0x917cf8ac
1789086659,2026-09-11T00:30:59Z,65,0x3e5aa082
1789087859,2026-09-11T00:50:59Z,29,0x3e5aa082
1789089059,2026-09-11T01:10:59Z,25,0x3e5aa082
1789090259,2026-09-11T01:30:59Z,14,0x3e5aa082
1789091459,2026-09-11T01:50:59Z,16,0x3e5aa082
1789092683,2026-09-11T02:11:23Z,35,0x3e5aa082
1789093883,2026-09-11T02:31:23Z,18,0x3e5aa082
1789095083,2026-09-11T02:51:23Z,17,0x3e5aa082
1789096283,2026-09-11T03:11:23Z,18,0x3e5aa082
1789097483,2026-09-11T03:31:23Z,14,0x3e5aa082
1789098695,2026-09-11T03:51:35Z,25,0x3e5aa082
1789099907,2026-09-11T04:11:47Z,22,0x3e5aa082
1789101107,2026-09-11T04:31:47Z,18,0x3e5aa082
1789102307,2026-09-11T04:51:47Z,29,0x3e5aa082
1789103519,2026-09-11T05:11:59Z,15,0x3e5aa082
1789104719,2026-09-11T05:31:59Z,30,0x3e5aa082
1789105931,2026-09-11T05:52:11Z,21,0x3e5aa082
1789107131,2026-09-11T06:12:11Z,12,0x3e5aa082
1789108343,2026-09-11T06:32:23Z,19,0x3e5aa082
1789109543,2026-09-11T06:52:23Z,18,0x3e5aa082
1789110743,2026-09-11T07:12:23Z,20,0x3e5aa082
1789111967,2026-09-11T07:32:47Z,24,0x3e5aa082
1789113179,2026-09-11T07:52:59Z,25,0x3e5aa082
1789114379,2026-09-11T08:12:59Z,23,0x3e5aa082
1789115603,2026-09-11T08:33:23Z,24,0x3e5aa082
1789116839,2026-09-11T08:53:59Z,25,0x3e5aa082
1789118039,2026-09-11T09:13:59Z,13,0x3e5aa082
1789119239,2026-09-11T09:33:59Z,14,0x917cf8ac
1789120451,2026-09-11T09:54:11Z,28,0x3e5aa082
1789121663,2026-09-11T10:14:23Z,23,0x3e5aa082
1789122863,2026-09-11T10:34:23Z,12,0x3e5aa082
1789124063,2026-09-11T10:54:23Z,14,0x3e5aa082
1789125275,2026-09-11T11:14:35Z,24,0x3e5aa082
1789126475,2026-09-11T11:34:35Z,19,0x3e5aa082
1789127687,2026-09-11T11:54:47Z,21,0x3e5aa082
1789128899,2026-09-11T12:14:59Z,17,0x3e5aa082
1789130111,2026-09-11T12:35:11Z,195,0x3e5aa082
1789131311,2026-09-11T12:55:11Z,18,0x3e5aa082
1789132523,2026-09-11T13:15:23Z,53,0x3e5aa082
1789133747,2026-09-11T13:35:47Z,45,0x3e5aa082
1789134947,2026-09-11T13:55:47Z,274,0x3e5aa082
1789136171,2026-09-11T14:16:11Z,305,0x3e5aa082
1789137371,2026-09-11T14:36:11Z,223,0x3e5aa082
1789138571,2026-09-11T14:56:11Z,287,0x3e5aa082
1789139771,2026-09-11T15:16:11Z,248,0x3e5aa082
1789140971,2026-09-11T15:36:11Z,260,0x3e5aa082
1789142195,2026-09-11T15:56:35Z,489,0x3e5aa082
1789143395,2026-09-11T16:16:35Z,21,0x3e5aa082
1789144595,2026-09-11T16:36:35Z,17,0x917cf8ac
1789145807,2026-09-11T16:56:47Z,23,0x3e5aa082
1789147019,2026-09-11T17:16:59Z,43,0x3e5aa082
1789148231,2026-09-11T17:37:11Z,26,0x3e5aa082
1789149431,2026-09-11T17:57:11Z,25,0x3e5aa082
1789150631,2026-09-11T18:17:11Z,86,0x3e5aa082
1789151831,2026-09-11T18:37:11Z,51,0x3e5aa082
1789153031,2026-09-11T18:57:11Z,66,0x3e5aa082
1789154231,2026-09-11T19:17:11Z,51,0x3e5aa082
1789155431,2026-09-11T19:37:11Z,86,0x3e5aa082
1789156643,2026-09-11T19:57:23Z,272,0x3e5aa082
1789157843,2026-09-11T20:17:23Z,164,0x3e5aa082
1789159043,2026-09-11T20:37:23Z,191,0x3e5aa082
1789160243,2026-09-11T20:57:23Z,21,0x3e5aa082
1789161455,2026-09-11T21:17:35Z,31,0x3e5aa082
1789162655,2026-09-11T21:37:35Z,22,0x3e5aa082
1789163855,2026-09-11T21:57:35Z,31,0x3e5aa082
1789165055,2026-09-11T22:17:35Z,22,0x3e5aa082
1789166255,2026-09-11T22:37:35Z,25,0x3e5aa082
1789167455,2026-09-11T22:57:35Z,25,0x3e5aa082
1789168655,2026-09-11T23:17:35Z,35,0x3e5aa082
1789169855,2026-09-11T23:37:35Z,164,0x3e5aa082
1789171055,2026-09-11T23:57:35Z,145,0x3e5aa082
1789172255,2026-09-12T00:17:35Z,30,0x3e5aa082
1789173455,2026-09-12T00:37:35Z,20,0x3e5aa082
1789174667,2026-09-12T00:57:47Z,32,0x3e5aa082
1789175891,2026-09-12T01:18:11Z,30,0x3e5aa082
1789177091,2026-09-12T01:38:11Z,30,0x3e5aa082
1789178303,2026-09-12T01:58:23Z,30,0x3e5aa082
1789179515,2026-09-12T02:18:35Z,17,0x3e5aa082
1789180715,2026-09-12T02:38:35Z,30,0x3e5aa082
1789181927,2026-09-12T02:58:47Z,29,0x3e5aa082
1789183127,2026-09-12T03:18:47Z,24,0x3e5aa082
1789184339,2026-09-12T03:38:59Z,23,0x3e5aa082
1789185551,2026-09-12T03:59:11Z,26,0x3e5aa082
1789186775,2026-09-12T04:19:35Z,28,0x3e5aa082
1789187999,2026-09-12T04:39:59Z,23,0x917cf8ac
1789189199,2026-09-12T04:59:59Z,20,0x3e5aa082
1789190399,2026-09-12T05:19:59Z,51,0x3e5aa082
1789191611,2026-09-12T05:40:11Z,15,0x3e5aa082
1789192823,2026-09-12T06:00:23Z,21,0x3e5aa082
1789194047,2026-09-12T06:20:47Z,30,0x3e5aa082
1789195247,2026-09-12T06:40:47Z,20,0x3e5aa082
1789196459,2026-09-12T07:00:59Z,14,0x3e5aa082
1789197659,2026-09-12T07:20:59Z,25,0x3e5aa082
1789198871,2026-09-12T07:41:11Z,24,0x3e5aa082
1789200071,2026-09-12T08:01:11Z,15,0x3e5aa082
1789201295,2026-09-12T08:21:35Z,22,0x3e5aa082
1789202495,2026-09-12T08:41:35Z,27,0x3e5aa082
1789203695,2026-09-12T09:01:35Z,28,0x3e5aa082
1789204907,2026-09-12T09:21:47Z,22,0x3e5aa082
1789206107,2026-09-12T09:41:47Z,17,0x3e5aa082
1789207307,2026-09-12T10:01:47Z,31,0x3e5aa082
1789208519,2026-09-12T10:21:59Z,32,0x3e5aa082
1789209731,2026-09-12T10:42:11Z,16,0x3e5aa082
1789210943,2026-09-12T11:02:23Z,27,0x3e5aa082
1789212143,2026-09-12T11:22:23Z,29,0x3e5aa082
1789213343,2026-09-12T11:42:23Z,18,0x3e5aa082
1789214543,2026-09-12T12:02:23Z,18,0x3e5aa082
1789215743,2026-09-12T12:22:23Z,30,0x3e5aa082
1789216943,2026-09-12T12:42:23Z,25,0x3e5aa082
1789218143,2026-09-12T13:02:23Z,14,0x3e5aa082
1789219343,2026-09-12T13:22:23Z,26,0x3e5aa082
1789220543,2026-09-12T13:42:23Z,30,0x3e5aa082
1789221743,2026-09-12T14:02:23Z,26,0x3e5aa082
1789222955,2026-09-12T14:22:35Z,271,0x3e5aa082
1789224155,2026-09-12T14:42:35Z,244,0x3e5aa082
1789225367,2026-09-12T15:02:47Z,288,0x3e5aa082
1789226567,2026-09-12T15:22:47Z,280,0x3e5aa082
1789227767,2026-09-12T15:42:47Z,288,0x3e5aa082
1789228967,2026-09-12T16:02:47Z,190,0x3e5aa082
1789230167,2026-09-12T16:22:47Z,224,0x3e5aa082
1789231367,2026-09-12T16:42:47Z,221,0x3e5aa082
1789232567,2026-09-12T17:02:47Z,267,0x3e5aa082
1789233767,2026-09-12T17:22:47Z,115,0x917cf8ac
1789234967,2026-09-12T17:42:47Z,23,0x3e5aa082
1789236167,2026-09-12T18:02:47Z,20,0x3e5aa082
1789237367,2026-09-12T18:22:47Z,25,0x3e5aa082
1789238567,2026-09-12T18:42:47Z,23,0x3e5aa082
1789239767,2026-09-12T19:02:47Z,16,0x3e5aa082
1789240979,2026-09-12T19:22:59Z,23,0x917cf8ac
1789242191,2026-09-12T19:43:11Z,30,0x3e5aa082
1789243415,2026-09-12T20:03:35Z,51,0x3e5aa082
1789244615,2026-09-12T20:23:35Z,31,0x3e5aa082
1789245827,2026-09-12T20:43:47Z,32,0x3e5aa082
1789247039,2026-09-12T21:03:59Z,34,0x3e5aa082
1789248239,2026-09-12T21:23:59Z,32,0x3e5aa082
1789249439,2026-09-12T21:43:59Z,15,0x3e5aa082
1789250639,2026-09-12T22:03:59Z,14,0x3e5aa082
1789251839,2026-09-12T22:23:59Z,31,0x3e5aa082
1789253051,2026-09-12T22:44:11Z,15,0x3e5aa082
1789254263,2026-09-12T23:04:23Z,31,0x3e5aa082
1789255463,2026-09-12T23:24:23Z,29,0x3e5aa082
1789256663,2026-09-12T23:44:23Z,16,0x3e5aa082
1789257875,2026-09-13T00:04:35Z,24,0x917cf8ac
1789259087,2026-09-13T00:24:47Z,18,0x3e5aa082
1789260299,2026-09-13T00:44:59Z,24,0x3e5aa082
1789261511,2026-09-13T01:05:11Z,18,0x3e5aa082
1789262723,2026-09-13T01:25:23Z,30,0x3e5aa082
1789263935,2026-09-13T01:45:35Z,29,0x3e5aa082
1789265135,2026-09-13T02:05:35Z,14,0x3e5aa082
1789266335,2026-09-13T02:25:35Z,21,0x3e5aa082
1789267559,2026-09-13T02:45:59Z,24,0x3e5aa082
1789268771,2026-09-13T03:06:11Z,27,0x3e5aa082
1789269983,2026-09-13T03:26:23Z,22,0x3e5aa082
1789271207,2026-09-13T03:46:47Z,22,0x3e5aa082
1789272419,2026-09-13T04:06:59Z,25,0x3e5aa082
1789273631,2026-09-13T04:27:11Z,23,0x917cf8ac
1789274843,2026-09-13T04:47:23Z,24,0x3e5aa082
1789276067,2026-09-13T05:07:47Z,17,0x3e5aa082
1789277303,2026-09-13T05:28:23Z,24,0x3e5aa082
1789278515,2026-09-13T05:48:35Z,21,0x3e5aa082
1789279715,2026-09-13T06:08:35Z,30,0x3e5aa082
1789280927,2026-09-13T06:28:47Z,16,0x3e5aa082
1789282139,2026-09-13T06:48:59Z,22,0x3e5aa082
1789283363,2026-09-13T07:09:23Z,41,0x3e5aa082
1789284563,2026-09-13T07:29:23Z,16,0x3e5aa082
1789285763,2026-09-13T07:49:23Z,22,0x3e5aa082
1789286975,2026-09-13T08:09:35Z,25,0x3e5aa082
1789288175,2026-09-13T08:29:35Z,26,0x3e5aa082
1789289375,2026-09-13T08:49:35Z,29,0x3e5aa082
1789290587,2026-09-13T09:09:47Z,32,0x3e5aa082
1789291787,2026-09-13T09:29:47Z,17,0x3e5aa082
1789292999,2026-09-13T09:49:59Z,19,0x3e5aa082
1789294199,2026-09-13T10:09:59Z,25,0x3e5aa082
1789295399,2026-09-13T10:29:59Z,16,0x3e5aa082
1789296635,2026-09-13T10:50:35Z,27,0x917cf8ac
1789297835,2026-09-13T11:10:35Z,14,0x3e5aa082
1789299059,2026-09-13T11:30:59Z,22,0x3e5aa082
1789300271,2026-09-13T11:51:11Z,19,0x3e5aa082
1789301483,2026-09-13T12:11:23Z,23,0x3e5aa082
1789302683,2026-09-13T12:31:23Z,21,0x3e5aa082
1789303895,2026-09-13T12:51:35Z,28,0x3e5aa082
1789305095,2026-09-13T13:11:35Z,29,0x3e5aa082
1789306295,2026-09-13T13:31:35Z,27,0x3e5aa082
1789307507,2026-09-13T13:51:47Z,29,0x3e5aa082
1789308719,2026-09-13T14:11:59Z,34,0x3e5aa082
1789309931,2026-09-13T14:32:11Z,33,0x3e5aa082
1789311131,2026-09-13T14:52:11Z,69,0x3e5aa082
1789312331,2026-09-13T15:12:11Z,113,0x3e5aa082
1789313543,2026-09-13T15:32:23Z,228,0x3e5aa082
1789314743,2026-09-13T15:52:23Z,262,0x3e5aa082
1789315943,2026-09-13T16:12:23Z,246,0x3e5aa082
1789317155,2026-09-13T16:32:35Z,174,0x3e5aa082
1789318355,2026-09-13T16:52:35Z,33,0x3e5aa082
1789319567,2026-09-13T17:12:47Z,43,0x3e5aa082
1789320767,2026-09-13T17:32:47Z,27,0x3e5aa082
1789321979,2026-09-13T17:52:59Z,31,0x3e5aa082
1789323191,2026-09-13T18:13:11Z,34,0x3e5aa082
1789324391,2026-09-13T18:33:11Z,23,0x3e5aa082
1789325591,2026-09-13T18:53:11Z,66,0x3e5aa082
1789326791,2026-09-13T19:13:11Z,29,0x3e5aa082
1789328003,2026-09-13T19:33:23Z,37,0x3e5aa082
1789329203,2026-09-13T19:53:23Z,17,0x3e5aa082
1789330403,2026-09-13T20:13:23Z,48,0x3e5aa082
1789331603,2026-09-13T20:33:23Z,21,0x3e5aa082
1789332803,2026-09-13T20:53:23Z,45,0x3e5aa082
1789334003,2026-09-13T21:13:23Z,14,0x3e5aa082
1789335203,2026-09-13T21:33:23Z,22,0x3e5aa082
1789336403,2026-09-13T21:53:23Z,23,0x3e5aa082
1789337615,2026-09-13T22:13:35Z,39,0x3e5aa082
1789338827,2026-09-13T22:33:47Z,24,0x3e5aa082
1789340039,2026-09-13T22:53:59Z,29,0x3e5aa082
1789341251,2026-09-13T23:14:11Z,41,0x3e5aa082
1789342463,2026-09-13T23:34:23Z,22,0x3e5aa082
1789343675,2026-09-13T23:54:35Z,33,0x3e5aa082
1789344887,2026-09-14T00:14:47Z,33,0x3e5aa082
1789346099,2026-09-14T00:34:59Z,18,0x3e5aa082
1789347311,2026-09-14T00:55:11Z,25,0x3e5aa082
1789348523,2026-09-14T01:15:23Z,34,0x917cf8ac
1789349723,2026-09-14T01:35:23Z,24,0x3e5aa082
1789350935,2026-09-14T01:55:35Z,16,0x3e5aa082
1789352135,2026-09-14T02:15:35Z,17,0x3e5aa082
1789353335,2026-09-14T02:35:35Z,20,0x3e5aa082
1789354559,2026-09-14T02:55:59Z,27,0x3e5aa082
1789355771,2026-09-14T03:16:11Z,20,0x3e5aa082
1789356983,2026-09-14T03:36:23Z,24,0x3e5aa082
1789358195,2026-09-14T03:56:35Z,21,0x3e5aa082
1789359395,2026-09-14T04:16:35Z,20,0x3e5aa082
1789360607,2026-09-14T04:36:47Z,13,0x3e5aa082
1789361807,2026-09-14T04:56:47Z,27,0x3e5aa082
1789363019,2026-09-14T05:16:59Z,18,0x3e5aa082
1789364219,2026-09-14T05:36:59Z,17,0x917cf8ac
1789365431,2026-09-14T05:57:11Z,21,0x3e5aa082
1789366643,2026-09-14T06:17:23Z,22,0x3e5aa082
1789367855,2026-09-14T06:37:35Z,18,0x3e5aa082
1789369091,2026-09-14T06:58:11Z,30,0x3e5aa082
1789370291,2026-09-14T07:18:11Z,22,0x3e5aa082
1789371491,2026-09-14T07:38:11Z,18,0x3e5aa082
1789372703,2026-09-14T07:58:23Z,22,0x3e5aa082
1789373903,2026-09-14T08:18:23Z,22,0x3e5aa082
1789375115,2026-09-14T08:38:35Z,25,0x3e5aa082
1789376327,2026-09-14T08:58:47Z,24,0x3e5aa082
1789377527,2026-09-14T09:18:47Z,25,0x3e5aa082
1789378739,2026-09-14T09:38:59Z,18,0x3e5aa082
1789379951,2026-09-14T09:59:11Z,19,0x3e5aa082
1789381151,2026-09-14T10:19:11Z,13,0x3e5aa082
1789382375,2026-09-14T10:39:35Z,34,0x3e5aa082
1789383575,2026-09-14T10:59:35Z,24,0x3e5aa082
1789384787,2026-09-14T11:19:47Z,24,0x3e5aa082
1789385987,2026-09-14T11:39:47Z,22,0x3e5aa082
1789387187,2026-09-14T11:59:47Z,21,0x3e5aa082
1789388387,2026-09-14T12:19:47Z,28,0x3e5aa082
1789389599,2026-09-14T12:39:59Z,23,0x917cf8ac
1789390835,2026-09-14T13:00:35Z,55,0x3e5aa082
1789392047,2026-09-14T13:20:47Z,25,0x3e5aa082
1789393247,2026-09-14T13:40:47Z,74,0x3e5aa082
1789394447,2026-09-14T14:00:47Z,51,0x3e5aa082
1789395659,2026-09-14T14:20:59Z,23,0x3e5aa082
1789396859,2026-09-14T14:40:59Z,131,0x3e5aa082
1789398131,2026-09-14T15:02:11Z,203,0x3e5aa082
1789399331,2026-09-14T15:22:11Z,18,0x3e5aa082
1789400531,2026-09-14T15:42:11Z,19,0x3e5aa082
1789401731,2026-09-14T16:02:11Z,23,0x3e5aa082
1789402931,2026-09-14T16:22:11Z,29,0x3e5aa082
1789404131,2026-09-14T16:42:11Z,20,0x3e5aa082
1789405331,2026-09-14T17:02:11Z,20,0x3e5aa082
1789406531,2026-09-14T17:22:11Z,39,0x3e5aa082
1789407731,2026-09-14T17:42:11Z,29,0x3e5aa082
1789408931,2026-09-14T18:02:11Z,20,0x3e5aa082
1789410143,2026-09-14T18:22:23Z,26,0x3e5aa082
